Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
201301BS70198,2,9,0,7,0,8,0,0,0,0,4,1,6,1,-1,1560,2,6,-1,-1
201301BS70199,1,8,0,5,0,1,0,0,0,0,2,1,1,1,9,1560,2,2,3,1
201301BS70199,2,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,2993,2,6,-1,3
201301BS70200,1,8,0,18,0,1,0,0,0,0,1,1,1,1,10,2402,2,11,1,1
201301BS70200,2,9,0,18,0,1,0,0,0,0,2,1,6,1,10,1339,1,3,8,1
201301BS70200,3,9,0,18,0,8,0,0,0,0,2,1,6,2,4,1124,1,11,5,1
201301BS70200,4,9,0,4,0,8,0,0,0,0,2,1,6,1,8,1797,8,3,6,1
201301BS70202,1,9,0,5,0,8,0,0,0,0,2,1,6,2,6,1968,2,1,7,1
201301BS70202,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,2362,1,8,4,1
201301BS70203,1,9,0,18,0,0,0,0,0,0,1,1,6,2,10,1597,1,14,7,1
201301BS70204,1,9,0,10,0,8,0,0,0,0,1,1,6,1,7,1497,8,6,5,1
201301BS70204,2,5,0,18,0,8,0,0,0,0,1,1,6,1,7,992,1,4,6,1
201301BS70205,1,19,0,2,0,0,0,0,0,0,3,1,1,1,7,2143,2,1,2,1
201301BS70205,2,1,0,18,0,0,0,8,0,0,1,1,6,2,7,-1,-1,-1,10,1
201301BS70206,1,8,0,18,0,0,0,0,0,0,1,1,6,1,9,2664,2,12,3,1
201301BS70207,1,9,0,18,0,2,0,0,0,0,1,1,6,1,8,2720,2,7,3,1
201301BS70207,2,9,0,3,0,2,0,0,0,0,2,1,6,2,8,1970,1,11,5,1
201301BS70207,3,9,0,3,0,2,0,0,0,0,2,1,6,1,7,2148,2,10,6,1
201301BS70208,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1598,1,3,2,1
201301BS70208,2,1,0,18,4,8,0,0,0,0,1,1,6,1,9,-1,-1,-1,8,1
201301BS70209,1,3,0,18,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,3,1
201301BS70210,1,3,0,14,0,0,0,0,0,0,4,1,6,1,4,124,1,13,2,1
201301BS70210,2,9,0,5,0,0,0,0,0,0,3,1,1,1,7,-1,-1,-1,1,1
201301BS70211,1,8,0,9,0,2,0,0,0,0,1,1,1,1,8,1598,1,6,3,1
201301BS70212,1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,9,1
201301BS70212,2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,2982,2,5,-1,-1
201301BS70213,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,2148,2,11,4,1
201301BS70213,2,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,3,1
201301BS70214,1,5,0,18,0,8,0,0,0,0,1,1,6,2,5,670,1,1,-1,-1
201301BS70214,2,9,0,9,0,8,0,0,0,0,1,1,6,1,6,1596,1,8,4,1
201301BS70215,1,5,0,18,0,8,0,0,0,0,1,1,6,1,5,670,1,1,3,1
201301BS70215,2,9,0,9,0,8,0,0,0,0,3,1,6,1,7,5935,1,5,4,1
201301BS70216,1,9,0,9,0,8,0,0,0,0,3,1,6,2,8,2967,2,1,7,1
201301BS70216,2,1,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,7,1
201301BS70217,1,5,0,13,0,8,0,0,0,0,1,1,6,1,6,782,1,2,6,1
201301BS70217,2,9,0,4,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,6,1
201301BS70217,3,9,0,4,0,8,0,0,0,0,4,1,6,1,9,1797,8,1,2,1
201301BS70218,1,8,0,18,0,0,0,0,0,0,1,1,1,1,8,1910,2,7,6,1
201301BS70218,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301BS70220,1,19,0,4,0,8,0,0,0,0,2,1,1,1,7,2198,2,1,3,1
201301BS70220,2,8,0,18,0,1,0,0,0,0,1,1,6,1,5,1582,2,-1,4,1
201301BS70221,1,11,0,7,0,8,0,0,0,0,4,1,6,1,10,7300,2,11,7,1
201301BS70221,2,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,5,1
201301BS70222,1,9,0,18,0,1,0,4,0,0,1,1,6,2,5,6208,1,2,7,1
201301BS70222,2,9,0,2,0,1,0,0,0,0,2,1,6,1,8,1791,8,1,8,1
201301BS70223,1,9,0,18,0,1,0,0,0,0,1,1,6,1,8,1600,1,13,4,1
201301BS70223,2,9,0,4,0,8,0,0,0,0,2,1,6,1,8,2198,1,7,1,1
201301BS70224,1,9,0,9,0,8,0,0,0,0,1,1,6,2,8,1595,1,3,2,1
201301BS70224,2,4,0,18,0,8,0,0,0,0,1,1,6,1,6,124,1,14,6,1
201301BS70225,1,1,0,16,0,8,0,0,0,0,1,1,6,2,7,-1,-1,-1,2,1
201301BS70225,2,8,0,7,0,8,0,0,0,0,4,1,1,1,-1,-1,-1,-1,-1,-1
201301BS70226,1,11,0,18,0,1,0,0,0,0,4,1,6,2,7,6700,2,1,3,1
201301BS70227,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1598,1,4,-1,-1
201301BS70227,2,1,0,18,0,8,0,0,0,0,3,1,6,1,5,-1,-1,-1,9,1
201301BS70228,1,5,0,18,0,8,0,0,0,0,1,1,6,1,8,1170,1,8,10,1
201301BS70229,1,20,0,18,0,0,0,0,0,0,4,1,1,1,7,4500,2,6,4,1
201301BS70230,1,5,0,17,0,8,0,0,0,0,3,1,6,1,7,599,1,6,10,1
201301BS70231,1,9,0,3,0,0,0,0,0,0,2,1,1,1,7,1995,2,1,2,1
201301BS70231,2,9,0,18,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
201301BS70232,1,9,0,9,0,8,0,0,0,0,4,1,6,1,9,1896,2,5,5,1
201301BS70232,2,1,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,4,1
201301BS70233,1,11,0,18,0,8,0,0,0,0,0,1,1,1,7,9360,2,1,1,1
201301BS70234,1,1,0,14,0,0,0,0,0,0,1,1,6,1,6,-1,-1,-1,4,1
201301BS70234,2,8,0,2,0,0,0,0,0,0,3,1,1,1,-1,-1,-1,-1,-1,-1
201301BS70235,1,9,0,18,0,0,0,0,0,0,2,1,6,1,8,1584,1,11,8,1
201301BS70235,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,1997,2,4,-1,-1
201301BS70236,1,20,0,4,0,8,0,0,0,0,1,1,6,1,6,2287,2,6,2,1
201301BS70236,2,5,0,18,0,8,0,0,0,0,1,1,6,1,5,599,1,5,1,1
201301BS70237,1,9,0,6,0,0,0,0,0,0,0,1,6,1,8,1997,2,-1,2,1
201301BS70237,2,5,0,18,0,0,0,0,0,0,4,1,6,1,7,-1,-1,-1,5,1
201301BS70238,1,9,0,12,0,0,0,0,0,0,2,1,6,1,9,1896,2,7,9,1
201301BS70238,2,1,0,18,0,0,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301BS70239,1,9,0,6,0,0,0,0,0,0,3,1,6,1,6,2170,2,8,9,1
201301BS70239,2,2,0,18,0,0,0,0,0,0,1,1,6,2,8,48,1,3,4,1
201301BS70240,1,11,0,18,0,2,0,0,0,0,0,1,6,1,8,8300,2,6,3,1
201301BS70241,1,3,0,18,0,8,0,0,0,0,1,1,6,1,4,124,1,7,2,1
201301BS70241,2,9,0,18,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
201301BS70243,1,8,0,2,0,0,0,0,0,0,3,1,1,1,7,2776,2,5,2,1
201301BS70243,2,19,0,18,0,0,0,4,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
201301BS70244,1,11,0,18,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
201301BS70245,1,2,0,18,0,8,0,0,0,0,1,1,6,1,6,124,1,8,6,1
201301BS70245,2,9,0,6,0,8,0,0,0,0,0,1,6,1,8,1998,1,11,3,1
201301BS70246,1,9,0,6,0,0,0,0,0,0,4,1,6,1,5,1896,2,6,7,1
201301BS70246,2,5,0,18,0,0,0,0,0,0,1,1,6,1,7,955,1,9,9,1
201301BS70247,1,11,0,16,0,8,0,0,0,0,1,1,1,1,7,6700,2,1,3,1
201301BS70247,2,9,0,13,0,8,0,0,0,0,1,1,6,1,6,1390,1,13,2,1
201301BS70247,3,9,0,17,0,8,0,0,0,0,1,1,6,1,5,1598,1,1,5,1
201301BS70249,1,5,0,18,0,8,0,10,1,1,1,1,6,1,5,883,1,3,8,3
201301BS70249,2,9,0,9,0,8,0,0,0,0,0,1,1,1,6,-1,-1,-1,5,1
201301BS70250,1,19,0,7,0,8,0,0,0,0,1,1,1,1,8,2402,2,9,1,1
201301BS70251,1,9,0,6,0,8,0,0,0,0,3,1,6,2,7,1699,1,6,-1,-1
201301BS70251,2,3,0,18,0,8,0,0,0,0,1,1,6,1,9,124,1,11,6,1
201301BS70252,1,9,0,14,0,8,0,0,0,0,3,1,6,1,-1,2987,2,1,8,1
201301BS70252,2,11,0,11,0,8,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
201301BS70252,3,1,0,4,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,4,1
201301BS70253,1,9,0,18,0,8,0,0,0,0,1,1,6,2,8,3311,8,8,8,1
201301BS70254,1,9,0,9,0,8,0,0,0,0,1,1,6,1,9,1991,2,4,4,1
201301BS70255,1,9,0,18,0,8,0,0,0,0,1,1,6,2,11,1390,1,16,7,1
201301BS70256,1,9,0,9,0,8,0,0,0,0,1,1,6,2,7,3192,1,7,4,1
201301BS70256,2,1,0,15,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,2,1
201301BS70257,1,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
201301BS70258,1,9,0,9,0,8,0,0,0,0,1,1,6,1,11,1991,2,8,2,1
201301BS70258,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
201301BS70259,1,9,0,11,0,8,0,0,0,0,2,1,6,2,6,1388,1,10,10,1
201301BS70259,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,4,1
201301BS70261,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1796,1,12,2,1
201301BS70261,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,6,1
201301BS70262,1,21,0,13,0,1,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
201301BS70262,2,1,0,18,0,1,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301BS70263,1,8,0,6,0,0,0,0,0,0,1,1,6,1,9,2402,2,10,7,1
201301BS70263,2,5,0,18,0,0,0,0,0,0,1,1,6,1,6,599,1,4,8,1
201301BS70265,1,8,0,18,0,8,0,0,0,0,1,1,1,1,9,2499,2,1,6,1
201301BS70266,1,9,0,9,0,8,0,0,0,0,1,1,6,2,7,2993,2,2,7,1
201301BS70268,1,9,0,9,0,8,0,0,0,0,1,1,6,2,6,1229,1,6,3,1
201301BS70268,2,9,0,18,0,8,0,0,0,0,4,1,6,1,5,1910,2,7,3,1
201301BS70269,1,8,0,9,0,8,0,0,0,0,1,1,6,1,7,1910,2,7,4,1
201301BS70270,1,9,0,18,0,1,0,0,0,0,3,1,6,1,9,4969,8,6,10,1
201301BS70271,1,9,0,3,0,8,0,0,0,0,2,1,6,1,10,-1,-1,-1,6,1
201301BS70271,2,9,0,3,0,8,0,0,0,0,2,1,6,1,7,1149,1,11,1,1
201301BS70271,3,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1598,1,5,5,1
201301BS70271,4,9,0,3,0,8,0,0,0,0,2,1,6,1,-1,2999,2,8,3,1
201301BS70273,1,1,0,18,0,8,0,0,0,0,1,1,6,2,9,-1,-1,-1,2,1
201301BS70273,2,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
201301BS70274,1,9,0,6,0,8,0,0,0,0,3,1,6,1,8,-1,-1,-1,4,1
201301BS70274,2,3,0,18,0,8,0,0,0,0,1,1,6,1,6,125,1,2,1,1
201301BS70275,1,9,0,18,0,1,0,0,0,0,3,1,6,2,7,1390,1,3,6,1
201301BS70275,2,8,0,3,0,1,0,0,0,0,3,1,6,1,11,2664,2,15,2,1
201301BS70275,3,9,0,2,0,1,0,0,0,0,3,1,6,1,7,1956,2,2,2,1
201301BS70275,4,9,0,18,0,1,0,0,0,0,1,1,6,2,11,2497,2,17,7,1
201301BS70277,1,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,2597,1,10,10,1
201301BS70277,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,9,1
201301BS70278,1,9,0,9,0,8,0,0,0,0,2,1,1,1,8,1598,1,11,3,1
201301BS70278,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,4966,1,9,-1,-1
201301BS70279,1,19,0,18,0,8,0,0,0,0,4,1,6,1,7,2402,2,11,4,1
201301BS70279,2,19,0,9,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,3,1
201301BS70280,1,9,0,18,0,8,0,0,0,0,4,1,6,1,6,2151,2,12,8,1
201301BS70281,1,19,0,7,0,8,0,0,0,0,4,1,6,1,7,1995,2,1,3,1
201301BS70281,2,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,3,1
201301BS70282,1,9,0,1,0,1,0,0,0,0,2,1,6,1,5,2996,1,8,3,1
201301BS70283,1,8,0,18,0,2,0,0,0,0,4,1,1,1,-1,2664,2,15,-1,-1
201301BS70284,1,8,0,18,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,2,1
201301BS70286,1,20,0,18,0,1,0,0,0,0,4,1,1,1,8,6692,2,1,7,1
201301BS70287,1,8,0,9,0,8,0,0,0,0,2,1,1,1,10,1497,8,6,4,1
201301BS70287,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,1598,1,5,-1,-1
201301BS70289,1,9,0,11,0,1,0,0,0,0,4,1,6,1,-1,1956,2,4,1,1
201301BS70289,2,1,0,18,0,1,0,0,0,0,3,1,6,1,7,-1,-1,-1,-1,-1
201301BS70290,1,9,0,3,0,8,0,0,0,0,2,1,6,1,6,1910,2,8,2,1
201301BS70290,2,9,0,18,0,8,1,0,0,0,1,1,6,1,6,998,1,12,6,1
201301BS70293,1,8,0,9,0,8,0,0,0,0,1,1,6,1,8,2402,2,8,7,1
201301BS70293,2,1,0,15,0,8,0,0,0,0,1,1,6,1,3,-1,-1,-1,4,1
201301BS70294,1,19,0,1,0,8,0,0,0,0,2,1,1,1,6,2148,2,4,4,1
201301BS70295,1,9,0,9,0,8,0,0,0,0,4,1,3,1,6,2993,2,4,5,1
201301BS70295,2,1,0,15,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,7,1
201301BS70296,1,9,0,2,0,0,0,0,0,0,2,1,6,1,6,2987,2,4,4,1
201301BS70296,2,9,0,1,0,0,0,4,0,0,2,1,6,1,-1,-1,3,1,-1,-1
201301BS70297,1,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,7,3
201301BS70297,2,9,0,7,0,8,0,0,0,0,4,1,6,1,-1,2400,2,4,-1,-1
201301BS70298,1,1,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,9,1
201301BS70298,2,9,0,9,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70299,1,9,0,9,0,8,0,0,0,0,3,1,6,1,7,1461,2,3,10,1
201301BS70299,2,3,0,18,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,-1,-1
201301BS70301,1,9,0,18,0,8,0,0,0,0,4,1,6,1,9,1850,1,15,3,1
201301BS70301,2,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,1598,1,3,-1,-1
201301BS70302,1,1,0,18,0,2,0,0,0,0,1,1,6,2,7,-1,-1,-1,4,1
201301BS70303,1,1,0,18,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,1,1
201301BS70303,2,9,0,9,0,8,0,0,0,0,1,1,6,1,8,1896,2,13,3,1
201301BS70304,1,9,0,9,0,8,0,0,0,0,1,1,6,2,7,1149,1,10,1,1
201301BS70304,2,2,0,18,0,8,0,0,0,0,1,1,6,1,7,124,1,3,2,1
201301BS70305,1,8,0,13,0,2,0,0,0,0,4,1,1,1,6,1229,1,8,3,1
201301BS70305,2,1,0,14,0,2,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301BS70306,1,19,0,5,0,8,0,0,0,0,2,1,1,1,7,1598,2,1,-1,-1
201301BS70306,2,11,0,18,0,8,0,0,0,0,1,1,1,1,8,-1,-1,-1,2,1
201301BS70308,1,1,0,18,0,2,1,0,0,0,4,1,6,1,8,-1,-1,-1,4,1
201301BS70309,1,9,0,9,0,8,0,0,0,0,3,1,6,2,6,1598,1,7,3,1
201301BS70309,2,3,0,18,0,8,0,0,0,0,1,1,6,1,6,124,1,8,5,1
201301BS70310,1,1,0,18,0,2,0,8,0,0,1,1,2,1,7,-1,-1,-1,6,1
201301BS70310,2,9,0,2,0,2,0,0,0,0,3,1,6,1,7,5998,1,6,10,1
201301BS70311,1,8,0,2,0,8,0,0,0,0,3,1,1,1,8,2987,2,5,3,1
201301BS70311,2,1,0,14,0,8,0,8,0,0,1,1,6,2,6,-1,-1,-1,4,1
201301BS70312,1,1,0,15,0,1,0,0,0,0,3,1,2,2,6,-1,-1,-1,7,1
201301BS70312,2,9,0,7,0,1,0,4,0,0,4,1,6,2,-1,2179,2,-1,-1,-1
201301BS70312,3,9,0,2,0,2,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70313,1,19,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70314,1,9,0,18,0,2,0,10,7,0,1,1,6,1,6,2979,1,6,8,1
201301BS70315,1,5,0,18,0,8,0,0,0,0,1,1,2,1,7,599,1,11,4,1
201301BS70315,2,8,0,9,0,8,0,0,0,0,0,1,6,1,8,2499,2,6,3,1
201301BS70316,1,9,0,18,0,0,0,0,0,0,3,1,6,1,-1,1248,2,5,-1,-1
201301BS70317,1,19,0,7,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70318,1,9,0,7,0,2,0,0,0,0,1,1,6,1,8,2962,1,23,-1,-1
201301BS70318,2,3,0,7,0,2,0,0,0,0,2,1,6,1,6,124,1,1,-1,-1
201301BS70319,1,3,0,3,0,1,0,0,0,0,2,1,2,1,7,125,1,9,6,1
201301BS70319,2,11,0,18,0,1,0,0,0,0,1,1,1,1,7,7300,2,9,6,1
201301BS70320,1,8,0,18,0,2,0,0,0,0,4,1,1,1,6,1798,8,-1,3,1
201301BS70321,1,9,0,2,0,1,0,0,0,0,3,1,6,1,7,1896,2,6,2,1
201301BS70321,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70321,3,1,0,14,0,1,0,8,0,0,1,1,1,1,-1,-1,-1,-1,1,1
201301BS70322,1,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,2,1
201301BS70322,2,3,0,18,0,8,0,0,0,0,4,1,6,1,-1,124,1,3,-1,-1
201301BS70323,1,8,0,18,0,8,0,0,0,0,2,1,1,1,8,-1,-1,-1,9,1
201301BS70323,2,5,0,16,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301BS70324,1,3,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301BS70324,2,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,1400,1,15,-1,-1
201301BS70325,1,9,0,2,0,1,0,0,0,0,3,1,6,1,9,2967,2,1,4,1
201301BS70325,2,3,0,18,0,1,0,0,0,0,1,1,6,2,8,124,1,9,4,1
201301BS70326,1,11,0,4,0,1,0,0,0,0,0,1,1,1,8,4500,2,3,1,1
201301BS70327,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,2143,2,1,-1,1
201301BS70327,2,9,0,4,0,8,0,0,0,0,2,1,6,1,7,1339,8,5,1,1
201301BS70328,1,8,0,9,0,1,0,0,0,0,3,1,1,1,6,1910,2,7,3,1
201301BS70328,2,8,0,18,0,1,0,0,0,0,1,1,1,1,7,2499,2,6,9,1
201301BS70329,1,19,0,7,0,1,0,0,0,0,1,1,1,1,7,2488,2,5,4,1
201301BS70331,1,1,0,15,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,3,1
201301BS70332,1,4,0,14,0,1,0,0,0,0,1,1,6,1,8,1340,1,15,7,1
201301BS70333,1,9,0,18,0,2,0,0,0,0,1,1,6,1,9,1896,2,6,5,1
201301BS70333,2,1,0,18,9,2,0,0,0,0,3,1,6,2,4,-1,-1,-1,-1,-1
201301BS70334,1,9,0,9,0,1,0,0,0,0,1,1,2,2,5,2521,1,8,6,1
201301BS70334,2,4,0,15,0,1,0,0,0,0,3,1,2,1,7,1050,1,5,3,1
201301BS70335,1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,2987,2,5,4,1
201301BS70335,2,3,0,18,0,8,0,0,0,0,3,1,6,1,5,-1,-1,-1,1,1
201301BS70336,1,9,0,6,0,2,0,0,0,0,3,1,2,2,6,1968,1,7,7,1
201301BS70336,2,1,0,18,0,2,0,0,0,0,1,1,2,1,6,-1,-1,-1,9,1
201301BS70337,1,9,0,7,0,1,0,0,0,0,4,1,6,2,5,1968,2,4,7,1
201301BS70337,2,1,0,18,0,1,0,0,0,0,3,1,6,2,8,-1,-1,-1,-1,-1
201301BS70338,1,1,0,18,0,8,0,0,0,0,1,1,2,2,9,-1,-1,-1,8,1
201301BS70338,2,9,0,9,0,8,0,0,0,0,4,1,3,1,-1,998,1,-1,-1,-1
201301BS70339,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70340,1,9,0,9,0,2,0,0,0,0,3,1,1,1,8,1422,2,6,4,1
201301BS70340,2,1,0,9,0,2,0,0,0,0,4,1,6,1,6,-1,-1,-1,3,1
201301BS70341,1,9,0,13,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70341,2,1,0,18,0,8,0,0,0,0,2,1,2,1,6,-1,-1,-1,5,1
201301BS70342,1,4,0,7,0,3,0,0,0,0,1,1,2,1,9,234,1,13,-1,-1
201301BS70344,1,9,0,2,0,0,0,0,0,0,3,1,1,1,9,2979,1,11,5,1
201301BS70344,2,1,0,18,0,0,0,8,0,0,1,1,6,1,-1,-1,-1,-1,8,1
201301BS70345,1,8,0,6,0,8,0,0,0,0,3,1,1,1,8,2402,2,8,2,1
201301BS70345,2,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,10,1
201301BS70345,3,8,0,3,0,1,0,0,0,0,3,1,6,1,6,2987,2,6,10,1
201301BS70346,1,9,0,7,0,2,0,0,0,0,2,1,6,1,-1,1000,1,1,-1,3
201301BS70346,2,9,0,7,0,2,0,0,0,0,1,1,6,1,8,1973,1,12,2,1
201301BS70347,1,9,0,3,0,1,0,0,0,0,2,1,6,1,-1,2979,1,11,2,1
201301BS70347,2,1,0,18,0,1,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
201301BS70348,1,5,0,18,0,2,0,0,0,0,1,1,2,1,6,124,1,4,2,1
201301BS70349,1,1,0,15,0,1,0,0,0,0,3,1,6,1,7,-1,-1,-1,4,1
201301BS70349,2,9,0,7,0,1,0,0,0,0,4,1,1,1,-1,1997,2,5,10,1
201301BS70350,1,19,0,9,0,8,0,0,0,0,3,1,1,1,8,2198,2,3,7,1
201301BS70350,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
201301BS70351,1,11,0,4,0,1,0,0,0,0,0,1,1,1,8,9000,2,5,1,1
201301BS70352,1,9,0,5,0,8,0,0,0,0,1,1,6,2,6,1299,1,8,6,1
201301BS70352,2,1,0,18,0,8,0,0,0,0,4,1,6,2,5,-1,-1,-1,-1,-1
201301BS70353,1,11,0,18,0,8,0,0,0,0,4,1,1,1,-1,-1,-1,-1,-1,-1
201301BS70353,2,19,0,18,0,8,0,0,0,0,1,1,1,3,-1,-1,-1,-1,-1,-1
201301BS70354,1,9,0,3,0,0,0,0,0,0,3,1,6,1,6,2993,2,6,6,1
201301BS70354,2,9,0,14,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70356,1,9,0,6,0,1,0,0,0,0,3,1,1,1,6,1796,1,5,8,1
201301BS70356,2,5,0,13,0,1,0,0,0,0,4,1,2,1,7,-1,-1,-1,10,1
201301BS70357,1,3,0,18,0,8,0,0,0,0,1,1,1,1,4,125,1,8,4,1
201301BS70357,2,8,0,9,0,8,0,0,0,0,1,1,1,1,6,1997,2,-1,3,1
201301BS70358,1,1,0,15,0,1,0,8,0,0,1,1,2,1,8,-1,-1,-1,7,1
201301BS70358,2,8,0,3,0,1,0,0,0,0,4,1,1,1,-1,2499,2,3,-1,-1
201301BS70359,1,9,0,5,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,3,1
201301BS70359,2,1,0,5,0,8,0,0,0,0,4,1,2,1,6,-1,-1,-1,4,1
201301BS70360,1,19,0,10,0,8,0,0,0,0,3,1,1,1,6,1686,2,9,9,1
201301BS70360,2,1,0,18,0,8,0,0,0,0,1,1,2,1,6,-1,-1,-1,8,1
201301BS70361,1,9,0,18,0,1,0,0,0,0,3,1,6,2,8,996,1,3,2,1
201301BS70362,1,1,0,18,0,2,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301BS70362,2,9,0,2,0,2,0,0,0,0,3,1,1,1,8,1910,2,5,3,1
201301BS70363,1,9,0,11,0,2,0,0,0,0,2,1,1,1,7,1997,2,-1,4,1
201301BS70363,2,1,0,18,0,2,0,0,0,0,1,1,2,1,7,-1,-1,-1,9,1
201301BS70364,1,5,0,18,0,0,0,0,0,0,1,1,6,1,8,-1,-1,-1,7,1
201301BS70366,1,1,0,18,0,8,0,0,0,0,1,1,2,1,7,-1,-1,-1,8,1
201301BS70366,2,9,0,9,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301BS70367,1,3,0,9,0,8,0,0,0,0,4,1,6,1,6,-1,-1,-1,7,1
201301BS70367,2,5,0,18,0,8,0,0,0,0,3,1,2,2,7,-1,-1,-1,7,1
201301BS70370,1,8,0,9,0,8,0,0,0,0,1,1,1,1,6,1685,2,1,9,1
201301BS70370,2,3,0,18,0,8,0,0,0,0,1,1,6,1,8,124,1,3,10,1
201301BS70371,1,9,0,4,0,0,0,0,0,0,1,1,6,1,8,2164,1,16,7,1
201301BS70372,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70373,1,8,0,3,0,1,0,0,0,0,0,1,1,1,8,2499,2,4,3,1
201301BS70374,1,9,0,13,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301BS70374,2,1,0,18,0,0,0,0,0,0,2,1,6,1,5,-1,-1,-1,3,1
201301BS70375,1,3,0,9,0,8,0,0,0,0,4,1,6,1,6,124,1,-1,6,1
